speaker_id,utterance,emotion,v,a,d,emo_evo,start,end
Ses01M_script02_2_M012,Why not?,fru,2.0,3.5,3.0,"[['fru'], ['ang'], ['fru']]",108.3575,109.8025
Ses01M_script02_2_F013,"Because they never do.  Do they, have they ever?",ang,1.5,4.5,3.5,"[['ang'], ['ang'], ['fru']]",109.27,113.8
Ses01M_script02_2_M013,We missed them twice.,neu,2.5,2.0,2.0,"[['fru'], ['neu'], ['neu']]",114.1,116.52
Ses01M_script02_2_F014,Twice is every year we've tried that's ever.,ang,2.0,4.0,3.5,"[['ang'], ['ang'], ['fru']]",116.13,119.38
Ses01M_script02_2_M014,"Okay we'll see them this year, this is a much better spot. Trust me.",fru,2.5,3.0,3.0,"[['fru'], ['neu'], ['fru']]",118.7775,123.125
Ses01M_script02_2_F015,No we won't.  It's pointless it's like a waiting up to see Santa Claus.,ang,2.0,4.5,3.5,"[['ang'], ['ang'], ['fru']]",121.2775,125.9375
Ses01M_script02_2_F016,"I feel like my whole life is going to be spent here on the beach with my eyes wide open and my hands clasped expectantly, waiting for fish to show up and the fish never show.",ang,1.5,4.0,4.0,"[['ang'], ['ang'], ['fru']]",126.0225,137.51
Ses01M_script02_2_M015,"Okay, I'm trying to work this backwards",fru,2.5,1.0,2.0,"[['fru'], ['neu'], ['fru']]",137.4365,140.3043
Ses01M_script02_2_F017,You don't understand anything I'm saying.,fru,2.0,4.0,3.5,"[['fru', 'fea'], ['ang'], ['fru']]",141.9575,145.1545
Ses01M_script02_2_M016,and figure out where we took a turn to the worst thing.,fru,2.5,2.5,2.0,"[['fru'], ['neu'], ['fru']]",140.3043,143.4071
Ses01M_script02_2_M017,Of course not.,fru,2.0,2.5,2.5,"[['fru'], ['ang'], ['fru']]",144.5525,147.0975
Ses01M_script02_2_F018,"I did want to see it I still do, I always do.  I keep thinking that this time will be the time but it just never is.",xxx,1.5,4.0,2.5,"[['fru', 'ang'], ['ang'], ['fru']]",146.84,157.24
Ses01M_script02_2_M018,"Okay.  I'm trying to work this backwards here and I'm trying to figure out the exact moment that you took a turn for the worst here, now.",fru,2.5,2.0,2.5,"[['fru'], ['neu'], ['fru']]",158.02,166.1675
Ses01M_script02_2_M019,"you were fine during the phone call from Marge, dinner was okay, doing the dishes was fine.",neu,3.0,2.5,2.5,"[['fru'], ['neu'], ['neu']]",166.36,174.7925
Ses01M_script02_2_M020,"Let's see, uh, I took a shower and, um, you were watching the news and you said the ""the Grunions are running tonight,"" and I said ""okay great, let's go.""",neu,2.5,2.5,2.5,"[['fru'], ['neu'], ['neu']]",174.885,184.7175
Ses01M_script02_2_M021,So I'm putting the animals out we're getting the car to the garage and--,neu,2.5,2.5,2.5,"[['fru'], ['neu'], ['neu']]",184.83,189.5425
Ses01M_script02_2_F019,Do you remember the first year we came here? It's about four years ago right after we got married.,neu,2.0,2.0,2.0,"[['oth'], ['neu'], ['neu']]",189.07,197.91
Ses01M_script02_2_F020,We thought I was pregnant we had this bottle of champagne but no glasses.  You asked me to dance so we took off our shoes.,xxx,2.5,2.0,2.0,"[['sad'], ['hap'], ['neu']]",198.025,208.16
Ses01M_script02_2_F021,"While we were dancing you said the softest most intimate things to me, right into my ears so I could feel them much as hear them.",xxx,2.5,2.0,2.0,"[['sad'], ['hap'], ['neu']]",208.73,221.17
Ses01M_script02_2_F022,"And I remember thinking this is it. finally, finally I'm as happy as I'm supposed to be.",sad,3.0,2.5,2.5,"[['sad'], ['hap'], ['sad']]",222.6559,232.4642
Ses01M_script02_2_M022,"Wait a minute, I've got it.",neu,3.5,3.0,2.5,"[['exc'], ['neu'], ['neu']]",232.3838,235.85
Ses01M_script02_2_F023,"Dancing on the beach barefoot, drinking champagne from the bottle.",xxx,3.5,2.0,2.0,"[['sad'], ['hap'], ['neu']]",235.34,241.2075
Ses01M_script02_2_M023,"It was when we were driving passed that knickerbocker liquor locker and you would said, no you said ""let's get some champagne"" and I said ""no time to wasting"" or something like that.  That's what it is, right?",neu,3.0,2.0,2.5,"[['exc'], ['neu'], ['neu']]",241.59,255.455
Ses01M_script02_2_M024,"You want this to be like the other times, right?",xxx,3.0,2.5,2.5,"[['exc'], ['hap'], ['neu']]",255.51,259.0275
Ses01M_script02_2_F024,I'd rather not remember some things.  I'd rather not hope for some things.,sad,2.5,1.5,2.0,"[['sad'], ['sad'], ['sad']]",258.56,265.2255
Ses01M_script02_2_M025,"Oh right sure, of course.",neu,3.0,2.0,1.5,"[['fru'], ['neu'], ['neu']]",265.38,269.6874
Ses01M_script02_2_M026,Do you want to dance?,xxx,3.5,2.0,1.5,"[['fru'], ['hap'], ['neu']]",270.612,273.1525
Ses01M_script02_2_F025,No.,sad,2.5,2.0,2.0,"[['sad'], ['neu'], ['sad']]",273.3052,275.4759
Ses01M_script02_2_M027,You want me to go get some champagne?,neu,3.0,2.5,2.0,"[['fru'], ['neu'], ['neu']]",274.91,277.72
Ses01M_script02_2_F026,No.,sad,2.5,1.5,2.0,"[['sad'], ['neu'], ['sad']]",276.66,278.5712
Ses01M_script02_2_M028,Do you want to take off our shoes?,neu,3.0,2.0,1.5,"[['fru'], ['neu'], ['neu']]",279.5359,282.4301
Ses01M_script02_2_F027,No.,xxx,2.5,2.0,2.0,"[['fru'], ['neu'], ['sad']]",281.5975,283.44
Ses01M_script02_2_M029,What? Huh?,neu,2.5,2.0,2.0,"[['fru'], ['neu'], ['neu']]",283.5959,288.0578
Ses01M_script02_2_M030,You want to get married again?,neu,2.5,2.0,1.5,"[['fru'], ['neu'], ['neu']]",289.3844,293.8865
Ses01M_script02_2_M031,What?  What?  You want to divorce?,fru,2.0,2.5,2.0,"[['fru'], ['sad'], ['fru']]",294.0375,299.4
Ses01M_script02_2_F028,No.,fru,2.0,3.0,2.5,"[['fru'], ['fru'], ['sur']]",298.46,300.34
Ses01M_script02_2_M032,A vacation?,fru,2.5,3.0,2.0,"[['fru'], ['sad'], ['fru']]",299.95,301.69
Ses01M_script02_2_F029,No.,fru,2.0,3.5,2.5,"[['fru'], ['fru'], ['sur']]",301.03,302.5
Ses01M_script02_2_M033,"A new carpet, a poodle, a suicide pact, ice cream, a back rub, what?  What?  What the hell do you want?",ang,1.5,4.0,3.5,"[['ang'], ['ang'], ['fru', 'ang']]",301.98,308.74
Ses01M_script02_2_F030,I want something to turn out the way that it's supposed to.,ang,2.0,3.5,3.0,"[['ang'], ['ang'], ['fru', 'ang']]",307.74,311.3225
Ses01M_script02_2_M034,"Well, welcome to the human race.",fru,2.0,4.5,3.5,"[['fru', 'ang'], ['fru'], ['fru']]",310.3372,312.7253
Ses01M_script02_2_M035,You think nothing turns out how it's supposed to.  You think I had some grand idea going that four years down the line.  We would come to this beach and argue over fish?  No.,ang,1.5,4.0,3.5,"[['ang'], ['ang'], ['fru']]",312.7253,327.0096
Ses01M_script02_2_M036,"You think there would be times when you'd look at me like I was used Kleenex and then I'd look at you and think ""Holy hell when is the next flight to Alaska.""",xxx,1.5,3.0,2.5,"[['sad', 'ang'], ['ang'], ['fru', 'sad']]",327.35,337.2525
Ses01M_script02_2_M037,"No, no I'm just like you, I thought it was going to be all rosy cheeks and the bills would pay themselves and fish will always come and--",sad,1.5,3.5,2.5,"[['sad'], ['ang'], ['fru', 'sad']]",337.3025,352.1575
Ses01M_script02_2_M038,No.  You know what you get?  You know what you get?  You get this.,sad,1.5,3.0,3.0,"[['sad'], ['ang'], ['fru', 'sad']]",352.7475,359.8914
Ses01M_script02_2_F031,This what?  What is this?  This isn't even anything.,ang,2.0,3.5,3.0,"[['ang'], ['ang'], ['fru']]",359.5296,364.6775
Ses01M_script02_2_M039,"Yeah, it is.",neu,2.0,2.0,2.0,"[['sad'], ['neu'], ['neu']]",364.565,365.95
Ses01M_script02_2_F032,"Oh, sure this is standing on the beach, this is waiting, fighting.",ang,2.0,3.5,2.5,"[['ang'], ['ang'], ['fru']]",365.545,372.6025
Ses01M_script02_2_M040,Right.,neu,2.0,1.5,1.0,"[['fru', 'sad'], ['neu'], ['neu']]",372.415,374.07
Ses01M_script02_2_F033,This isn't anything like I thought anything would be.,sad,2.0,3.5,2.0,"[['sad'], ['sad'], ['fru']]",373.8803,378.52
Ses01M_script02_2_M041,I know me neither.,sad,2.5,2.0,2.0,"[['fru', 'sad'], ['sad'], ['neu']]",378.503,381.51
Ses01M_script02_2_F034,This is just this.  I mean it includes a lot and everything but it's--do you understand what I'm saying?,sad,2.0,2.0,2.0,"[['sad'], ['sad'], ['fru', 'sad']]",382.45,394.05
Ses01M_script02_2_M042,I'm doing the best I can.,sad,2.0,1.5,2.5,"[['sad'], ['sad'], ['sad']]",394.55,397.9186
Ses01M_script02_2_F035,"I know that Augie, I really do.",sad,2.0,2.5,1.5,"[['sad'], ['sad'], ['sad']]",397.6774,403.38
Ses01M_script02_2_F036,"I just can't help wishing that I was somebody, somewhere else.",sad,2.0,2.5,2.0,"[['sad'], ['sad'], ['sad']]",403.7875,412.08
Ses01M_script02_2_M043,Maybe if you were with somebody else too?,sad,1.5,1.5,2.0,"[['sad'], ['sad'], ['sad']]",413.9173,418.25
Ses01M_script02_2_F037,I didn't say that.,sad,2.0,1.5,1.5,"[['sad'], ['sad'], ['sad']]",417.355,419.355
Ses01M_script02_2_M044,"No, I know but--I know I don't make you happy.",sad,1.5,1.5,1.5,"[['sad'], ['sad'], ['sad']]",419.26,425.97
Ses01M_script02_2_F038,Are you kidding me?  For heaven sake Augie anything I'm doing I'd rather be doing it with you.,sur,3.0,3.5,2.5,"[['sur'], ['hap'], ['sur']]",427.3434,435.48
Ses01M_script02_2_M045,Yeah?,sad,1.5,1.5,1.5,"[['exc'], ['sad'], ['sad']]",435.7448,437.625
Ses01M_script02_2_F039,"Yes, don't be ridiculous.  Don't you know that?",sur,2.5,3.5,3.5,"[['sur'], ['ang'], ['sur']]",437.5175,442.3
Ses01M_script02_2_F040,"You are the one who probably wishes he was with somebody else, someone who didn't take everything so seriously, someone who would enjoy yourself.",sad,2.5,2.5,2.0,"[['exc', 'sur'], ['sad'], ['sad']]",443.101,453.72
Ses01M_script02_2_M046,"Actually, you know what?  Now you mentioned that--no I don't.",xxx,2.5,2.0,2.5,"[['exc'], ['sad'], ['neu']]",454.7986,463.23
Ses01M_script02_2_F041,So maybe we're in the wrong spot.  But we're with the right person.,xxx,2.5,1.5,2.0,"[['exc'], ['hap'], ['neu']]",465.88,472.4052
Ses01M_script02_2_M047,"I don't know, just seemed like such a good spot to me.",xxx,3.5,2.5,2.5,"[['exc'], ['hap'], ['neu']]",472.2846,478.62
Ses01M_script02_2_M048,We do have really good view of the moon from here though.,xxx,4.0,2.5,2.0,"[['exc'], ['hap'], ['neu']]",479.882,484.1975
Ses01M_script02_2_F042,Oh I saw that.  Pretty isn't it. Big ol' white moon.,xxx,4.0,2.0,2.0,"[['exc'], ['hap'], ['neu']]",483.0575,490.66
Ses01M_script02_2_M049,Look what we got here.,hap,4.0,2.5,2.5,"[['exc'], ['hap'], ['hap']]",490.98,494.4875
Ses01M_script02_2_F043,"Augie, you brought refreshments.",xxx,4.0,3.5,2.5,"[['exc'], ['hap'], ['sur']]",493.9915,498.425
Ses01M_script02_2_M050,It's not champagne.,neu,3.0,2.5,1.5,"[['hap'], ['neu'], ['neu']]",497.8775,500.04
Ses01M_script02_2_F044,I guess we don't need glasses.,hap,4.0,2.5,2.5,"[['hap'], ['hap'], ['hap']]",498.9575,503.29
Ses01M_script02_2_M051,"Are you cold, huh?  Do you want to go home?",neu,4.5,4.5,1.0,"[['hap'], ['neu'], ['neu']]",509.1461,513.84
Ses01M_script02_2_F045,I'm beginning to think you might be right.  I think this might be the spot after all.,hap,4.0,2.0,2.0,"[['hap'], ['hap'], ['neu']]",513.809,521.44
Ses01M_script02_2_F046,"Augie, I'm sorry.",sad,3.5,2.0,2.0,"[['hap'], ['sad'], ['sad']]",523.71,526.5919
Ses01M_script02_2_M052,Shh...,hap,5.0,4.0,1.5,"[['hap'], ['hap'], ['neu']]",525.275,528.0391
Ses01M_script02_2_M053,"If we are really quiet, the fish might come.",hap,5.0,4.5,1.5,"[['hap'], ['hap'], ['neu']]",528.9636,535.2345
Ses01M_script02_2_F047,Or not.,neu,4.0,2.5,2.5,"[['hap'], ['neu'], ['neu']]",535.9982,539.3749
Ses01M_script02_2_M054,Or not.,neu,5.0,5.0,1.5,"[['hap'], ['neu'], ['neu']]",539.5758,542.2691
Ses01M_impro03_M000,The craziest thing just happened to me.,exc,4.0,3.0,2.5,"[['exc'], ['hap'], ['exc'], ['sur']]",2.92,5.56
Ses01M_impro03_F000,What?,xxx,3.5,3.0,2.5,"[['exc'], ['hap'], ['neu'], ['hap']]",5.02,6.85
Ses01M_impro03_M001,This girl; she just offered me fifty thousand dollars to marry her.,exc,3.5,3.5,3.0,"[['exc'], ['hap'], ['exc', 'sur'], ['sur']]",6.31,11.57
Ses01M_impro03_F001,[BREATHING],sur,4.0,3.5,3.0,"[['exc'], ['sur'], ['sur'], ['exc', 'sur', 'hap']]",10.79,12.08
Ses01M_impro03_M002,Yeah.,xxx,3.5,2.5,2.5,"[['exc'], ['hap'], ['neu'], ['neu']]",11.7,12.98
Ses01M_impro03_F002,Why?,exc,2.5,3.0,3.0,"[['exc'], ['sur'], ['exc'], ['sur', 'hap']]",12.37,13.7468
Ses01M_impro03_M003,"Well, she's not a citizen so she wants to get a visa.",neu,3.5,2.5,2.5,"[['exc'], ['neu'], ['neu'], ['neu']]",13.26,16.87
Ses01M_impro03_F003,Is she on the run?,exc,3.5,3.0,3.0,"[['exc'], ['sur'], ['exc'], ['exc', 'sur']]",16.19,17.7425
Ses01M_impro03_M004,"No, no, no, no, no, no she just... she's not a citizen but she wants her visa, yeah. She's going to pay me fifty thousand dollars to marry her and stay married to her for two years.",exc,3.5,4.0,4.0,"[['exc'], ['exc'], ['neu'], ['neu', 'hap']]",17.28,26.54
Ses01M_impro03_F004,"Oh, she just needs to marry you.",exc,4.0,3.5,3.5,"[['exc'], ['sur'], ['exc'], ['hap']]",19.6,22.1975
Ses01M_impro03_F005,That's incredible. That's awesome. Where's she from?  Maybe you can get a dual citizenship.,exc,4.5,4.5,4.0,"[['exc'], ['exc', 'sur'], ['exc'], ['exc', 'hap']]",26.0,33.21
Ses01M_impro03_M005,That's like twenty five thousand dollar a year for doing nothing. Isn't that awesome?,exc,4.5,4.5,4.0,"[['exc'], ['exc'], ['exc'], ['hap']]",26.6,30.79
Ses01M_impro03_M006,"She's actually from England, I think.  Well she- she spoke English but she had an accent. I didn't even ask.",neu,4.0,4.0,3.0,"[['exc'], ['neu'], ['neu'], ['sur']]",32.05,39.5125
Ses01M_impro03_F006,That's so cool. Uh huh.,exc,4.0,4.5,4.5,"[['exc'], ['exc'], ['exc'], ['exc', 'sur', 'hap']]",35.5,39.235
Ses01M_impro03_F007,[LAUGHTER] Why did she pick you? Where were you?,exc,5.0,4.0,4.5,"[['exc'], ['exc'], ['exc'], ['exc', 'sur', 'hap']]",39.45,43.78
Ses01M_impro03_M007,"Fifty thousand dollars. Fifty thousand dollars. I was just out... I just... she's - well, she's a friend of friend but like...",exc,5.0,4.5,4.5,"[['exc'], ['exc'], ['exc', 'hap'], ['sur', 'hap']]",39.5775,47.66
Ses01M_impro03_F008,You were at a party? And she's like hey. You seem unattached she's like.,exc,4.0,3.5,4.0,"[['exc'], ['exc'], ['exc'], ['exc', 'sur', 'hap']]",47.32,54.52
Ses01M_impro03_M008,"Yeah.  Can you believe that? Yeah, she's like hey, I'm like sure I'll do it, I don't care. Yeah. I'm like fifty thousand dollars, I'd totally do it for fifty thousand dollars. But the only thing is that's kind of like illegal. So like I could go to jail probably for a long if I get caught, but...",exc,4.0,4.0,3.5,"[['exc'], ['exc'], ['exc', 'hap'], ['neu', 'hap']]",48.08,63.1475
Ses01M_impro03_F009,That's unbelievable... Yeah.,exc,4.0,3.5,3.0,"[['exc'], ['sur'], ['exc'], ['hap']]",55.9325,59.71
Ses01M_impro03_F010,Well I've known people who have done this before. Yeah.  You just- it's really fun actually 'cause you have like a fake engagement party and all your friends come over and like...,exc,3.5,4.5,4.0,"[['exc'], ['exc'], ['exc'], ['exc', 'hap']]",61.1325,72.19
Ses01M_impro03_M009,Have you?,xxx,3.5,2.5,2.5,"[['exc'], ['sur'], ['neu'], ['sur']]",63.635,64.95
Ses01M_impro03_M010,It's like I'm really going to get married. We'll have like the whole thing.,exc,4.0,4.0,3.5,"[['exc'], ['exc'], ['exc'], ['hap']]",70.95,73.63
Ses01M_impro03_M011,"Oh, good. [LAUGHTER]",exc,4.5,4.0,3.5,"[['exc'], ['exc'], ['exc'], ['hap']]",73.67,75.96
Ses01M_impro03_F011,"Yeah. Yeah. And then yeah, and then you know like you could like you could do like like sock her for a lot of money",exc,4.5,3.5,4.0,"[['exc'], ['exc'], ['exc'], ['exc', 'hap']]",72.4875,80.9
Ses01M_impro03_M012,I know. What do you think I should-,exc,4.0,3.0,3.0,"[['exc'], ['exc'], ['exc'], ['sur']]",80.76,82.48
Ses01M_impro03_F012,"Like make her rent the apartment that you two have to live together in, you know. And you won't pay any rent or you pay like, a hundred bucks a month or something.",exc,4.0,3.5,4.0,"[['exc'], ['exc'], ['neu'], ['']]",80.93,88.45
Ses01M_impro03_M013,Oh good idea.,exc,4.0,2.5,3.0,"[['exc'], ['exc'], ['neu'], ['sur']]",84.5075,86.66
Ses01M_impro03_M014,Yeah.  Make her like open the bank account and stuff too.,neu,3.0,3.0,3.0,"[['exc'], ['neu'], ['neu'], ['neu']]",87.42,90.96
Ses01M_impro03_F013,Yeah.,exc,4.5,3.5,4.0,"[['exc'], ['exc'], ['exc'], ['exc', 'hap']]",90.11,91.84
Ses01M_impro03_M015,It's a good idea.,exc,3.5,2.5,3.0,"[['exc'], ['exc'], ['neu'], ['neu']]",91.37,93.47
Ses01M_impro03_F014,"Dude, you lucked out.",exc,4.5,4.0,4.0,"[['exc'], ['exc'], ['exc'], ['exc', 'hap']]",92.87,96.13
Ses01M_impro03_M016,I know.  Also I get to like plan the wedding now too. That will be fun.,exc,4.5,4.0,3.5,"[['exc'], ['exc'], ['exc'], ['sur']]",94.77,98.7
Ses01M_impro03_F015,"Yeah.  My colors are blush and beige what is it, do you know?",exc,4.5,4.5,4.5,"[['exc'], ['hap'], ['exc'], ['exc', 'hap']]",97.35,103.9875
Ses01M_impro03_M017,"Something blue, something new, something... no I don't know. [LAUGHTER] So yeah, wonder if she's going to pay me up front but do you think it's bad though, do you think they're going to like track the money or something?",exc,4.0,4.0,3.0,"[['exc'], ['hap'], ['exc'], ['neu']]",103.1,114.43
Ses01M_impro03_F016,Oh I don't know. [LAUGHTER],exc,4.5,4.0,4.0,"[['exc'], ['hap'], ['exc'], ['hap']]",104.6375,109.06
Ses01M_impro03_F017,I don't know get it in cash.,neu,3.0,2.0,2.5,"[['exc'], ['neu'], ['neu'], ['hap']]",113.79,116.7
Ses01M_impro03_M018,Just cash hardcore.,neu,3.0,2.0,2.5,"[['exc'], ['neu'], ['neu'], ['neu']]",115.84,117.89
Ses01M_impro03_F018,Yeah.,neu,3.5,2.5,3.0,"[['exc'], ['neu'], ['neu'], ['neu', 'hap']]",117.21,118.47
Ses01M_impro03_M019,What should we do?  Where should we get married? We should have party.,exc,3.5,3.0,2.5,"[['exc'], ['exc'], ['neu'], ['exc', 'hap']]",117.98,121.76
Ses01M_impro03_F019,How exciting. You should have a wedding on the beach.,exc,4.0,4.0,3.5,"[['exc'], ['exc'], ['exc'], ['exc', 'hap']]",120.03,123.64
Ses01M_impro03_M020,"Yeah, like a big like- A wedding on the beach, that would be nice.",exc,3.5,3.0,3.5,"[['exc'], ['exc'], ['exc'], ['sur']]",121.83,125.14
Ses01M_impro03_F020,"Yeah, at night.",exc,4.0,3.0,2.5,"[['exc'], ['hap'], ['exc'], ['hap']]",123.96,125.74
Ses01M_impro03_M021,And then we can honeymoon.  I want to go tropical though like Bahamas- --or like Tahiti or something. I just want to like beach and like drink.,neu,3.5,3.0,3.5,"[['exc'], ['neu'], ['neu'], ['neu']]",125.32,134.0075
Ses01M_impro03_F021,"Oh yeah, absolutely, absolutely.",neu,3.5,3.0,3.5,"[['exc'], ['neu'], ['neu'], ['hap']]",128.06,131.59
Ses01M_impro03_F022,How exciting.  You should make her bring all your friends too.,exc,4.5,4.0,3.5,"[['exc'], ['exc'], ['exc'], ['exc', 'hap']]",132.16,136.15
Ses01M_impro03_M022,I'll make her pay for that.  I hear she's like totally wealthy. She's like royalty- --or something like and- --whatever like removed or something but yeah.,exc,3.5,4.5,4.0,"[['exc'], ['exc'], ['exc'], ['neu']]",135.66,145.44
Ses01M_impro03_F023,[GARBAGE] She's got to be loaded.  fifty thousand dollars.  That's incredible.,exc,4.0,4.5,4.0,"[['exc'], ['exc'], ['exc'], ['exc', 'hap']]",136.29,144.07
Ses01M_impro03_F024,Incredible.,exc,4.0,3.0,3.0,"[['exc'], ['sur'], ['exc'], ['exc', 'hap']]",144.61,146.41
Ses01M_impro03_M023,I'm going to marry a blue blood. [LAUGHTER],exc,4.5,3.5,3.5,"[['exc'], ['exc'], ['neu'], ['neu', 'hap']]",145.97,150.51
Ses01M_impro03_F025,"you're a lucky, lucky, lucky man.",exc,4.0,3.5,3.0,"[['exc'], ['hap'], ['exc'], ['exc', 'hap']]",147.17,150.845
Ses01M_impro03_M024,Will you help me plan?,exc,4.0,3.0,3.0,"[['exc'], ['exc'], ['neu'], ['neu']]",150.58,152.04
