speaker,uttID,utterance,emotion,sentiment,non_con_out,con_out,con_out_mean,match,con_match,EDA,Cor_EDA,all_match
b'Ses01M_script01_3_M025',Ses01M_script01_3_M025,b'you know over seas I was in command of the company?',sad,sentiment,qy,qy,qy,NotMatch,NotConMatch,qy,qy,AllMatch
b'Ses01M_script01_3_F023',Ses01M_script01_3_F023,"b'Yeah, sure.'",sad,sentiment,b,ny,na,NotMatch,NotConMatch,ny,CORRECT,NotMatch
b'Ses01M_script01_3_M026',Ses01M_script01_3_M026,b'Well I lost them.',sad,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_script01_3_F024',Ses01M_script01_3_F024,b'How many?',sad,sentiment,qw,qw,qw,NotMatch,NotConMatch,qw,qw,AllMatch
b'Ses01M_script01_3_M027',Ses01M_script01_3_M027,b'Pretty much all.',sad,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_script01_3_F025',Ses01M_script01_3_F025,b'[BREATHING]. Geez.',sad,sentiment,sv,sd,ba,NotMatch,NotConMatch,sd,CORRECT,NotMatch
b'Ses01M_script01_3_M028',Ses01M_script01_3_M028,"b""Takes awhile to toss something like that off.  I mean they weren't just men, you know.""",sad,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses01M_script01_3_M029',Ses01M_script01_3_M029,"b'For instance, there was this one time when this kid--it had been raining for like several days and he gave me his last pair of dry socks.'",sad,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_script01_3_M030',Ses01M_script01_3_M030,"b""He just put it in my pocket that's the kind of guys I had.""",sad,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_script01_3_M031',Ses01M_script01_3_M031,"b""They didn't die they killed themselves for each other and I mean that exactly, you know a little more selfish and they'll all be here today...""",sad,sentiment,sv,sd,sd,NotMatch,ConMatch,sd,sd,NotMatch
b'Ses01M_script01_3_M032',Ses01M_script01_3_M032,"b""And I had this idea as I was watching them go down like everything was being destroyed, you know.  But I felt like this one new thing was being made, you know it's kind of like this.  This monument...""",sad,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_script01_3_M033',Ses01M_script01_3_M033,"b'You know, that they were bringing something on to this earth, a kind of sacrifice you know.'",sad,sentiment,sv,sd,sv,Match,NotConMatch,sv,sv,NotMatch
b'Ses01M_script01_3_M034',Ses01M_script01_3_M034,"b'I thought I would change everything you know, and I got back here and it was- it was like nothing had changed at all...'",sad,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_script01_3_M035',Ses01M_script01_3_M035,b'You know.  I went to work with dad and I started that whole rat race again...',sad,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_script01_3_M036',Ses01M_script01_3_M036,b'And no one had changed it was just like sort of random bus accident to them.',sad,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_script01_3_M037',Ses01M_script01_3_M037,b'Driving my new car and I felt guilty you know opening my bank book seeing a new refrigerator.',sad,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_script01_3_M038',Ses01M_script01_3_M038,"b""'Cause you can take those things out of a war.  But you have to realize that those things came out of the love that a man can have for another man...""",sad,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses01M_script01_3_M039',Ses01M_script01_3_M039,"b""And if you can't see that then it's just loot and there's blood all over it.""",sad,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses01M_script01_3_M040',Ses01M_script01_3_M040,"b""I felt ashamed and I didn't want any part of it.  I guess I included you too.""",sad,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_script01_3_F026',Ses01M_script01_3_F026,b'Do you still feel that way?',sad,sentiment,qy,qy,qy,NotMatch,NotConMatch,qy,qy,AllMatch
b'Ses01M_script01_3_M041',Ses01M_script01_3_M041,b'I want you to know Annie.',sad,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_script01_3_F027',Ses01M_script01_3_F027,"b""'Cause you mustn't feel that way.  Everything you have, you have a right to...""",xxx,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses01M_script01_3_F028',Ses01M_script01_3_F028,b'Everything Chris do you understand that?  To me too...',xxx,sentiment,qy,qy,ad,Match,NotConMatch,qy,qy,NotMatch
b'Ses01M_script01_3_F029',Ses01M_script01_3_F029,"b""And your money there's nothing wrong in your money.  Your father put hundreds of planes into the air.  You should be proud of that a man should be paid for that.""",xxx,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses01M_script01_3_M042',Ses01M_script01_3_M042,b'Annie...',xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_script01_3_M043',Ses01M_script01_3_M043,"b""I'm going to make a fortune for you.""",hap,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01M_script01_3_F030',Ses01M_script01_3_F030,b'What would I do with a fortune?',hap,sentiment,qw,qw,qw,NotMatch,NotConMatch,qw,qw,AllMatch
b'Ses01F_script02_2_M000',Ses01F_script02_2_M000,"b'Look at this, all of the hairs are standing up on my arm.'",exc,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01F_script02_2_F000',Ses01F_script02_2_F000,"b""That's the wind.""",neu,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01F_script02_2_M001',Ses01F_script02_2_M001,"b'Well, so, what do you think?'",exc,sentiment,qw,qw,qo,Match,NotConMatch,qw,qw,NotMatch
b'Ses01F_script02_2_F001',Ses01F_script02_2_F001,b'About what?',neu,sentiment,br,qw,qw,NotMatch,ConMatch,qw,qw,NotMatch
b'Ses01F_script02_2_M002',Ses01F_script02_2_M002,b'About what I was saying.',neu,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01F_script02_2_F002',Ses01F_script02_2_F002,"b""I think it's ridiculous.""",xxx,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses01F_script02_2_M003',Ses01F_script02_2_M003,"b""It certainly is not.  It's slightly exaggerated scientific fact.""",xxx,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses01F_script02_2_F003',Ses01F_script02_2_F003,"b""It's PR! Somebody sold you a bunch of crap that there is this wonderful thing that is going to happen tonight on the beach.""",xxx,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses01F_script02_2_M004',Ses01F_script02_2_M004,"b'Not just me, look at all of these people.'",fru,sentiment,sd,sv,sv,NotMatch,ConMatch,sv,sv,NotMatch
b'Ses01F_script02_2_F004',Ses01F_script02_2_F004,"b""Everybody's told the same story.  It keeps us coming back for more, it keeps us excited.  We keep thinking that life is going start at any minute if we can just find the right spot, get in on the action.""",xxx,sentiment,sd,sd,sv,Match,NotConMatch,sd,sd,NotMatch
b'Ses01F_script02_2_M005',Ses01F_script02_2_M005,"b'Are we talking about the same thing, here?'",xxx,sentiment,qy,qy,qy,NotMatch,NotConMatch,qy,qy,AllMatch
b'Ses01F_script02_2_F005',Ses01F_script02_2_F005,"b""I'm sorry, it's just fish to me.""",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01F_script02_2_M006',Ses01F_script02_2_M006,"b""Carla, can I ask you something?  Now, don't take this the wrong way, but are you on your period?""",neu,sentiment,qy,qy,qy,NotMatch,NotConMatch,qy,qy,AllMatch
b'Ses01F_script02_2_F006',Ses01F_script02_2_F006,"b""Don't ask me that.  I hate it when you ask me that, you always ask me that.  It's insulting.""",ang,sentiment,sd,sd,ad,Match,NotConMatch,sd,sd,NotMatch
b'Ses01F_script02_2_M007',Ses01F_script02_2_M007,"b""Well then, what's bugging you?""",fru,sentiment,qw,qw,^q,Match,NotConMatch,qw,qw,NotMatch
b'Ses01F_script02_2_F007',Ses01F_script02_2_F007,b'We just have different ideas of what this night is supposed to look like.',fru,sentiment,sd,sd,sv,Match,NotConMatch,sd,sd,NotMatch
b'Ses01F_script02_2_M008',Ses01F_script02_2_M008,"b'There is nothing to it; we come down here, the fish arrive, they flop around, they do their fish thing.  We go ooh, ah, look at the fish and we go home.'",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01F_script02_2_F008',Ses01F_script02_2_F008,"b'For God- Grow up, Augie.  The fish are not going to arrive.'",ang,sentiment,sd,^2,sd,Match,NotConMatch,sd,sd,NotMatch
b'Ses01F_script02_2_M009',Ses01F_script02_2_M009,b'Why not?',fru,sentiment,qw,qw,qo,Match,NotConMatch,qw,qw,NotMatch
b'Ses01F_script02_2_F009',Ses01F_script02_2_F009,b'Because they never do.  Have they...Have they ever?',ang,sentiment,qy,qy,qy,NotMatch,NotConMatch,qy,qy,AllMatch
b'Ses01F_script02_2_M010',Ses01F_script02_2_M010,"b""We've missed them twice.""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01F_script02_2_F010',Ses01F_script02_2_F010,"b""Twice is every time we have tried; that's ever.""",ang,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01F_script02_2_M011',Ses01F_script02_2_M011,"b""They'll show up this time.""",fru,sentiment,sd,sv,sd,Match,NotConMatch,sd,sd,NotMatch
b'Ses01F_script02_2_F011',Ses01F_script02_2_F011,"b""No they won't.  It's like waiting for Santa Claus.""",xxx,sentiment,sv,sv,sd,Match,NotConMatch,sv,sv,NotMatch
b'Ses01F_script02_2_F012',Ses01F_script02_2_F012,b'I feel like my whole life is going to be spent standing on this beach with my eyes wide open and my hands clasped expectantly waiting for fish to show up.  And the fish never show up.',fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01F_script02_2_M012',Ses01F_script02_2_M012,b'I thought you wanted to see it.',xxx,sentiment,sv,sd,sd,NotMatch,ConMatch,sd,sd,NotMatch
b'Ses01F_script02_2_F013',Ses01F_script02_2_F013,"b""You don't understand anything I am saying.""",fru,sentiment,sv,sv,sd,Match,NotConMatch,sv,sv,NotMatch
b'Ses01F_script02_2_M013',Ses01F_script02_2_M013,b'No. Of course not.',fru,sentiment,aa,sv,sd,NotMatch,NotConMatch,sv,CORRECT,NotMatch
b'Ses01F_script02_2_F014',Ses01F_script02_2_F014,"b'I did want to see it, I still do, I always do.  I just...'",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01F_script02_2_F015',Ses01F_script02_2_F015,"b""I feel like I'm always just standing here waiting.  I feel like this night is going to be the night, but it never is.""",sad,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01F_script02_2_M014',Ses01F_script02_2_M014,"b""It's just fish, it's nothing to get traumatized over.""",fru,sentiment,sd,sd,sv,Match,NotConMatch,sd,sd,NotMatch
b'Ses01F_script02_2_F016',Ses01F_script02_2_F016,"b""For God's sake, this is not about fish.""",ang,sentiment,sv,sd,sv,Match,NotConMatch,sv,sv,NotMatch
b'Ses01F_script02_2_M015',Ses01F_script02_2_M015,"b""Okay.  I'm trying to work this backwards and pinpoint the exact moment where we took a turn for the worst here.""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01F_script02_2_M016',Ses01F_script02_2_M016,"b""Okay.  So you were fine during that phone call from Marge and then dinner was okay.  And doing the dishes was fine and then I was going to take a shower and you're watching the news and you said the grunions are running tonight, do you want to go?  And I said, sure great, let's go.""",neu,sentiment,sd,sd,ad,Match,NotConMatch,sd,sd,NotMatch
b'Ses01F_script02_2_M017',Ses01F_script02_2_M017,"b'Okay.  So I am putting out the pets, getting the car out of the garage.'",neu,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01F_script02_2_F017',Ses01F_script02_2_F017,b'Do you remember the first year we came here?  It was like four years after we got married.',neu,sentiment,qy,qy,qy,NotMatch,NotConMatch,qy,qy,AllMatch
b'Ses01F_script02_2_F018',Ses01F_script02_2_F018,"b'We thought I was pregnant, we got a bottle of champagne, we had no glasses.  We took off our shoes and you asked me to dance.'",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01F_script02_2_F019',Ses01F_script02_2_F019,"b""You whispered the sweetest, most intimate things to me right into my ear so I could feel them as much as hear them.  And I remember thinking, this is it.  You know, finally, I am as happy as I'm supposed to be.""",hap,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01F_script02_2_M018',Ses01F_script02_2_M018,"b'Wait a minute, I got it.'",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01F_script02_2_F020',Ses01F_script02_2_F020,"b'Drinking champagne from the bottle,'",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01F_script02_2_M019',Ses01F_script02_2_M019,"b""It's when we were driving past that Knickerbocker Liquor Locker, you said, let's get some champagne.  I said no, time's a wasting or something like that.""",neu,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01F_script02_2_F021',Ses01F_script02_2_F021,b'dancing barefoot in the sand.',fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01F_script02_2_M020',Ses01F_script02_2_M020,"b""That's what it is?  Right?  You want this to be like the other time, right?""",fru,sentiment,qy,qy,qy,NotMatch,NotConMatch,qy,qy,AllMatch
b'Ses01F_script02_2_F022',Ses01F_script02_2_F022,"b""I'd rather not remember some things.  I'd rather not hope for some things.""",sad,sentiment,sd,sd,na,Match,NotConMatch,sd,sd,NotMatch
b'Ses01F_script02_2_M021',Ses01F_script02_2_M021,b'Sure.  All right.  Okay.',neu,sentiment,b,aa,b,Match,NotConMatch,b,b,NotMatch
b'Ses01F_script02_2_M022',Ses01F_script02_2_M022,"b'Listen, do you want to dance?'",neu,sentiment,qy,qy,qy,NotMatch,NotConMatch,qy,qy,AllMatch
b'Ses01F_script02_2_F023',Ses01F_script02_2_F023,b'No.',neu,sentiment,aa,nn,nn,NotMatch,ConMatch,nn,nn,NotMatch
b'Ses01F_script02_2_M023',Ses01F_script02_2_M023,b'Do you want me to go get some champagne?',neu,sentiment,qy,qy,qy,NotMatch,NotConMatch,qy,qy,AllMatch
b'Ses01F_script02_2_F024',Ses01F_script02_2_F024,b'No.',xxx,sentiment,aa,nn,nn,NotMatch,ConMatch,nn,nn,NotMatch
b'Ses01F_script02_2_M024',Ses01F_script02_2_M024,b'Do you want to take off your shoes?',hap,sentiment,qy,qy,qy,NotMatch,NotConMatch,qy,qy,AllMatch
b'Ses01F_script02_2_F025',Ses01F_script02_2_F025,"b'No, no. Nothing.'",fru,sentiment,aa,nn,nn,NotMatch,ConMatch,nn,nn,NotMatch
b'Ses01F_script02_2_M025',Ses01F_script02_2_M025,b'Then what?',xxx,sentiment,br,qw,br,Match,NotConMatch,br,br,NotMatch
b'Ses01F_script02_2_M026',Ses01F_script02_2_M026,b'Do you want to get married again?',hap,sentiment,qy,qy,qy,NotMatch,NotConMatch,qy,qy,AllMatch
b'Ses01F_script02_2_F026',Ses01F_script02_2_F026,b'No.',neu,sentiment,aa,nn,nn,NotMatch,ConMatch,nn,nn,NotMatch
b'Ses01F_script02_2_M027',Ses01F_script02_2_M027,b'What?  What?  Do you want a divorce?',oth,sentiment,qw,qw,qw,NotMatch,NotConMatch,qw,qw,AllMatch
b'Ses01F_script02_2_M028',Ses01F_script02_2_M028,b'A vacation?',xxx,sentiment,^2,qy,qy^d,NotMatch,NotConMatch,qy,CORRECT,NotMatch
b'Ses01F_script02_2_F027',Ses01F_script02_2_F027,b'No.',fru,sentiment,aa,nn,nn,NotMatch,ConMatch,nn,nn,NotMatch
b'Ses01F_script02_2_M029',Ses01F_script02_2_M029,b'Like a new carpet?  A poodle?  A back rub?  Ice cream?  A suicide pact?  What do you want?  What the hell do you want?',xxx,sentiment,qy,qw,qy,Match,NotConMatch,qy,qy,NotMatch
b'Ses01F_script02_2_F028',Ses01F_script02_2_F028,b'I just want something to turn out like I expected it to.',xxx,sentiment,sd,sd,na,Match,NotConMatch,sd,sd,NotMatch
b'Ses01F_script02_2_M030',Ses01F_script02_2_M030,"b'Well welcome to the human race, huh?  Do you think I had some grand fantasy going that four years down the line we would come to this beach and be arguing over fish?  No.'",xxx,sentiment,qy,qy,qy,NotMatch,NotConMatch,qy,qy,AllMatch
b'Ses01F_script02_2_F029',Ses01F_script02_2_F029,b'[BREATHING]',fru,sentiment,sv,sd,qo,NotMatch,NotConMatch,sd,CORRECT,NotMatch
b'Ses01F_script02_2_M031',Ses01F_script02_2_M031,"b""No I'm just like you.  I thought it was going to be all roses and peaches and the bills would just pay themselves.  And we'll have three, fat rosy cheeked children.  Huh, baby, the joke's on us.  Because you know what you get?""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01F_script02_2_M032',Ses01F_script02_2_M032,b'Do you know what you get?  You get this.',fru,sentiment,qy,qy,qy,NotMatch,NotConMatch,qy,qy,AllMatch
b'Ses01F_script02_2_F030',Ses01F_script02_2_F030,"b""This? What is this?  This is nothing.  This isn't even anything.""",fru,sentiment,sv,^q,^q,NotMatch,ConMatch,^q,^q,NotMatch
b'Ses01F_script02_2_M033',Ses01F_script02_2_M033,b'Yes it is.',neu,sentiment,sv,sd,sv,Match,NotConMatch,sv,sv,NotMatch
b'Ses01F_script02_2_F031',Ses01F_script02_2_F031,b'Sure.  This is standing on the beach waiting.  This is fighting.',xxx,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses01F_script02_2_M034',Ses01F_script02_2_M034,b'Right',xxx,sentiment,b,b,aa,Match,NotConMatch,b,b,NotMatch
b'Ses01F_script02_2_F032',Ses01F_script02_2_F032,"b""I mean this is a lot of things, but it's just...""",fru,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses01F_script02_2_M035',Ses01F_script02_2_M035,b'[BREATHING]',fru,sentiment,sv,^2,^2,NotMatch,ConMatch,^2,^2,NotMatch
b'Ses01F_script02_2_F033',Ses01F_script02_2_F033,b'Do you understand what I am saying?',fru,sentiment,qy,qy,qy,NotMatch,NotConMatch,qy,qy,AllMatch
b'Ses01F_script02_2_M036',Ses01F_script02_2_M036,"b""I'm doing the best I can.""",fru,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01F_script02_2_F034',Ses01F_script02_2_F034,"b'I know you are Augie, I know.'",sad,sentiment,sd,sd,sv,Match,NotConMatch,sd,sd,NotMatch
b'Ses01F_script02_2_F035',Ses01F_script02_2_F035,"b""I know you meant this to be special, I know that you wanted it to be right, but I just can't help thinking that, I can't help wishing that I was somewhere else.""",sad,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01F_script02_2_M037',Ses01F_script02_2_M037,"b'Maybe if you were with someone else, too.'",sad,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses01F_script02_2_F036',Ses01F_script02_2_F036,"b""I didn't say that.""",sad,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01F_script02_2_M038',Ses01F_script02_2_M038,"b""I just- I know I don't make you happy.""",sad,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01F_script02_2_F037',Ses01F_script02_2_F037,"b""Don't be ridiculous.  Anything that- anything I am doing, I'd rather be doing it with you.""",sur,sentiment,sv,^q,sv,Match,NotConMatch,sv,sv,NotMatch
b'Ses01F_script02_2_M039',Ses01F_script02_2_M039,b'Yeah?',sur,sentiment,bh,qy,b,NotMatch,NotConMatch,qy,CORRECT,NotMatch
b'Ses01F_script02_2_F038',Ses01F_script02_2_F038,"b""Yeah.  Don't you know that?""",sur,sentiment,qy,qy,qy,NotMatch,NotConMatch,qy,qy,AllMatch
b'Ses01F_script02_2_F039',Ses01F_script02_2_F039,"b""For Heaven's sake Augie.""",xxx,sentiment,ba,na,sv,NotMatch,NotConMatch,na,CORRECT,NotMatch
b'Ses01F_script02_2_F040',Ses01F_script02_2_F040,"b""You're the one who probably wishes he was with somebody else.  Somebody who doesn't take things so seriously, who could enjoy herself.""",sad,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses01F_script02_2_M040',Ses01F_script02_2_M040,"b""You know, actually now that you mention it, no I don't.""",neu,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01F_script02_2_F041',Ses01F_script02_2_F041,"b'So maybe we are in the wrong spot, but we are with the right person.'",neu,sentiment,sv,sv,sv,NotMatch,NotConMatch,sv,sv,AllMatch
b'Ses01F_script02_2_M041',Ses01F_script02_2_M041,"b""I don't know, it seemed like such a good spot to me.""",fru,sentiment,sv,sd,sd,NotMatch,ConMatch,sd,sd,NotMatch
b'Ses01F_script02_2_M042',Ses01F_script02_2_M042,"b'We have a great view of the moon from here, though, huh?'",neu,sentiment,sd,sd,qy,Match,NotConMatch,sd,sd,NotMatch
b'Ses01F_script02_2_F042',Ses01F_script02_2_F042,"b""Hmm.  I noticed that, it's pretty. Big old white moon.""",hap,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01F_script02_2_M043',Ses01F_script02_2_M043,b'[BREATHING]',neu,sentiment,sv,sd,sd,NotMatch,ConMatch,sd,sd,NotMatch
b'Ses01F_script02_2_M044',Ses01F_script02_2_M044,b'And look what I got here.',hap,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01F_script02_2_F043',Ses01F_script02_2_F043,"b'Augie, you bought refreshments.'",hap,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01F_script02_2_M045',Ses01F_script02_2_M045,"b""It's not champagne.""",xxx,sentiment,sd,sd,sd,NotMatch,NotConMatch,sd,sd,AllMatch
b'Ses01F_script02_2_F044',Ses01F_script02_2_F044,"b""I guess we don't need glasses.""",hap,sentiment,sv,sv,sd,Match,NotConMatch,sv,sv,NotMatch
b'Ses01F_script02_2_M046',Ses01F_script02_2_M046,b'[BREATHING]',hap,sentiment,sv,sd,sd,NotMatch,ConMatch,sd,sd,NotMatch
