speaker,uttID,utterance,emotion,non_con_out,con_out,con_out_mean,match,con_match,pre-final-DA,all_match
b'Joey',2,"b""Water breaking, what do you mean? What's that, water breaking?""",surprise,qw,qw,qw,Match,ConMatch,qw,AllMatch
b'Nurse',3,"b'Breathe, breathe, breathe.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',0,"b'Are you insane? I mean Joey, is going to kill you, he\xc2\x92s actually going to kill you dead.'",surprise,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Chandler',1,b'Okay! You don\xc2\x92t think I thought of that?',anger,qy,qrr,qy,Match,NotConMatch,qy,NotMatch
b'Phoebe',2,b'How can you not know which one?',surprise,qw,qw,qw,Match,ConMatch,qw,AllMatch
b'Rachel',3,b'I mean that\xc2\x92s unbelievable.',joy,sv,sv,sv,Match,ConMatch,sv,AllMatch
b'Monica',4,"b'I mean, was it Gina?'",neutral,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Ross',5,b'Which one is Gina?',neutral,qw,qw,qw,Match,ConMatch,qw,AllMatch
b'Rachel',6,"b'Dark, big hair, with the airplane earrings.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',7,"b'No, no, no, that\xc2\x92s Dina.'",neutral,sd,aa,nn,NotMatch,NotConMatch,aa,NotMatch
b'Chandler',8,"b'You see you can\xc2\x92t tell which one is which either, dwha!!'",surprise,qy,sd,sd,Match,ConMatch,sd,NotMatch
b'Rachel',0,"b'I don\xc2\x92t know, you thought \xc2\x91See you Saturday\xc2\x92 was funny.'",neutral,qy^d,sv,sv,Match,ConMatch,sv,NotMatch
b'Rachel',1,"b'Look honey, Mark is in fashion okay, I like having a friend that I can share this stuff with.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',2,b'You guys would never want to go to a lecture with me.',neutral,sv,sv,sv,Match,ConMatch,sv,AllMatch
b'Ross',3,b'Pa-haa!! I would love to go with you.',joy,fc,sd,^q,NotMatch,NotConMatch,sd,NotMatch
b'Rachel',4,b'Really!?',surprise,bh,bh,qy,Match,NotConMatch,bh,NotMatch
b'Ross',5,"b'Yeah, hey I-I have clothes, I even pick them out.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',6,"b'I mean for, for all you know I could be a fashion..... monger.'",neutral,sd,sv,sd,Match,NotConMatch,sd,NotMatch
b'Rachel',7,"b'Okay. Honey, I would love for you to go with me.  What?'",joy,fc,sd,fc,Match,NotConMatch,fc,NotMatch
b'Ross',8,"b'What should I wear, now I\xc2\x92m all nervous.'",fear,sd,ad,qh,NotMatch,NotConMatch,qh,NotMatch
b'Mr. Treeger',0,"b': I know, we did it!! Hey, that was incredible, huh?!'",joy,sd,sd,qy,Match,NotConMatch,sd,NotMatch
b'Joey',1,"b'I know, it was amazing! I mean, we totally nailed it, it was beautiful.'",joy,sd,sv,sd,Match,NotConMatch,sd,NotMatch
b'Mr. Treeger',2,"b': Thank you, listen, thanks a lot Tribbiani, . Oh my God, look at the time, I gotta catch the bus to the ball.'",joy,fc,^q,ft,NotMatch,NotConMatch,ft,NotMatch
b'Joey',3,"b'Oh well, okay, good luck.'",joy,fc,fc,fc,Match,ConMatch,fc,AllMatch
b'Mr. Treeger',4,b': Yeah.',neutral,b,fc,fc,Match,ConMatch,fc,NotMatch
b'Joey',5,b'Unless you wanna practice the Foxtrot again? Or-or the Tango?',neutral,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Mr. Treeger',6,"b': Ahh, thanks but no. You see I-I think I\xc2\x92m ready to dance with girls.'",neutral,sd,na,sd,Match,NotConMatch,sd,NotMatch
b'Joey',7,b'Okay.',neutral,b,b,bk,Match,NotConMatch,b,NotMatch
b'Mr. Treeger',8,b': Yeah.',neutral,b,b,b,Match,ConMatch,b,AllMatch
b'Joey',9,b'Go get \xc2\x91em Treeger.',neutral,ad,ad,sd,Match,NotConMatch,ad,NotMatch
b'Mr. Treeger',10,"b': Right.  Hey, ahh, you wanna come? Marge has a girlfriend.'",neutral,sd,ad,qy,NotMatch,NotConMatch,qy,NotMatch
b'Joey',11,b'Really?',surprise,bh,qy,qy,Match,ConMatch,qy,NotMatch
b'Mr. Treeger',12,"b': Yeah, you could dance real good with her, she\xc2\x92s the same size as me.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',13,"b'No, I\xc2\x92m good.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',0,"b'Oh God, this is so nerve wracking! How-how do you do this?'",surprise,qy,qy,qw,Match,NotConMatch,qy,NotMatch
b'Joey',1,"b""Well, unfortunately, I don't get many callbacks so""",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Carol',2,b'Is it a good sign that they asked us to hang around after the audition?',surprise,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Joey',3,b'Who knows?',neutral,br,qw,qh,NotMatch,NotConMatch,qh,NotMatch
b'The Casting Director',4,"b'Okay uh, we have narrowed it down to Raymond, Ben, Kyle, and Joey. The rest of you, thank you very much.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',5,b'Yes!! I knew it!!  Bye-bye! So long! Later!',joy,sd,sv,fc,NotMatch,NotConMatch,fc,NotMatch
b'Joey',6,b"Oh this is great! I might actually get to play Ben's dad!",joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',7,b'Yeah!',joy,b,b,fc,Match,NotConMatch,b,NotMatch
b'The Casting Director',8,"b""Actually, that can't happen.""",neutral,sv,sd,sv,Match,NotConMatch,sv,NotMatch
b'The Casting Director',9,"b""Yeah because you all have such different looks, we're putting you with Raymond and Kyle with Ben.""",neutral,sd,sv,sd,Match,NotConMatch,sd,NotMatch
b'The Casting Director',10,b"So it'll be either you two  or you two.",neutral,sd,sv,sv,Match,ConMatch,sv,NotMatch
b'Joey',11,"b'Man, this is gonna be kinda weird.'",sadness,sv,sv,sd,Match,NotConMatch,sv,NotMatch
b'Ross',12,"b'Yeah, it is.'",neutral,aa,sv,aa,Match,NotConMatch,aa,NotMatch
b'Ross',13,"b""No, we-we're gonna be like best friends, that's why it's gonna be weird.""",neutral,sv,sv,sd,Match,NotConMatch,sv,NotMatch
b'Monica',0,"b""Okay, come on, I can't get married until I get something old, something new, something borrowed, and something blue.""",sadness,sd,^q,sd,Match,NotConMatch,sd,NotMatch
b'Chandler',1,"b""Okay, all right, all right, all right! Okay!  Okay, here's something, here's something blue and new.""",joy,sd,^q,fc,NotMatch,NotConMatch,bd,NotMatch
b'Ross',0,b'Please!',anger,ba,ad,fc,NotMatch,NotConMatch,br,NotMatch
b'Ross',1,b'Are you kidding?',anger,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Ross',2,"b'I-I hurt three huge men, I gave a guy a bloody nose\xc2\x97I mean I-I\xc2\x92m not proud of it but, I really am.'",anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',3,"b'And it\xc2\x92s all because of you, wonderful, amazing you.'",joy,sd,sv,sd,Match,NotConMatch,sd,NotMatch
b'Emily',4,b'I think you\xc2\x92ve got concussion.',fear,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',5,"b'No, no, I\xc2\x92m serious. Thank you.'",joy,fc,sv,sd,NotMatch,NotConMatch,ft,NotMatch
b'Emily',6,b'You\xc2\x92re welcome.  I\xc2\x92m sorry. Did I hurt you?',fear,fc,qy,qy,Match,ConMatch,qy,NotMatch
b'Ross',7,"b'It\xc2\x92s worth the pain.  Y\xc2\x92know what, you know what? It\xc2\x92s not.'",sadness,sv,sv,qy,Match,NotConMatch,sv,NotMatch
b'Monica',0,b"Wow! That Mike thing was interesting! I don't know what's gonna happen with Phoebe and David.",surprise,sd,sv,sd,Match,NotConMatch,sd,NotMatch
b'Chandler',1,b'I do! Want a hint? huh? "I do"  "I do".',joy,sd,sd,qy,Match,NotConMatch,sd,NotMatch
b'Monica',2,"b""Ok, I'm sensing that this is some kind of word play, because you are pink with barely controlled glee.""",neutral,sv,sv,sd,Match,NotConMatch,sv,NotMatch
b'Chandler',3,b'David is going to propose to Phoebe.',joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',4,b'What?  Why?',surprise,br,qw,qw,Match,ConMatch,qw,NotMatch
b'Monica',6,"b'Chandler, we have talked about this.'",anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',7,b'You are not supposed to give people advice!',anger,sv,sv,qy,Match,NotConMatch,sv,NotMatch
b'Monica',8,b"Now couldn't you just have made some sort of inappropriate joke?",anger,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Chandler',9,b'I',neutral,sd,na,na,Match,ConMatch,na,NotMatch
b'Monica',10,b"They've only been going out for a few weeks and Phoebe is completely hung up on Mike!",anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',11,"b'She\'ll say ""No"", David\'s heart will be broken, it will be too hard for them to recover from and then Phoebe will end up alone'",anger,sv,sd,sd,Match,ConMatch,sd,NotMatch
b'Chandler',12,"b""Man, that's some""",surprise,ba,sd,sd,Match,ConMatch,sd,NotMatch
b'Ross',13,"b""Oh, that's not what you want...""",neutral,sv,sv,sv,Match,ConMatch,sv,AllMatch
b'Elizabeth',0,"b'This is my father, Paul Stevens. Dad, this is Ross Geller.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',1,b'It-it\xc2\x92s great to meet you Paul.',joy,fc,^q,sd,NotMatch,NotConMatch,fp,NotMatch
b'Paul',2,b'I usually prefer Elizabeth\xc2\x92s boyfriends to address me as Mr. Stevens.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',3,"b'Of course, of course, Mr. Stevens.'",neutral,sv,sd,sd,Match,ConMatch,sd,NotMatch
b'Paul',4,"b'So Ross, what your problem?'",anger,qw,qw,qw,Match,ConMatch,qw,AllMatch
b'Ross',5,b'Eh-wh\xc2\x97Excuse me?',surprise,ba,br,qy,NotMatch,NotConMatch,br,NotMatch
b'Paul',6,b'Why can\xc2\x92t you get a girlfriend your own age?',anger,qy^d,qw,qw,Match,ConMatch,qw,NotMatch
b'Ross',7,b'That\xc2\x92s funny. Umm\xc2\x85.  It\xc2\x92s not funny.',fear,sv,sv,sv,Match,ConMatch,sv,AllMatch
b'Paul',8,b'I',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',9,b'Okay.',neutral,b,b,b,Match,ConMatch,b,AllMatch
b'Ross',10,"b'I can, I can see that.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',11,"b'Umm, but I think if you give me umm, one chance I can, I can change your mind.'",fear,sd,sd,sv,Match,NotConMatch,sd,NotMatch
b'Paul',12,b'Okay.',neutral,b,b,b,Match,ConMatch,b,AllMatch
b'Ross',13,b'What?',neutral,br,qw,qw,Match,ConMatch,qw,NotMatch
b'Paul',14,b'Okay. I\xc2\x92ll give you one chance to change my mind.  You got one minute.',anger,sd,ad,sd,Match,NotConMatch,sd,NotMatch
b'Elizabeth',15,b'Daddy!',surprise,br,fc,b^m,NotMatch,NotConMatch,b^m,NotMatch
b'Joey',0,"b'Oh well, it\xc2\x92s not on TV yet.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'The Dry Cleaner',1,"b'Well, then it\xc2\x92s not on the wall yet.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',2,"b'Okay, fine, I will bring you a tape, huh?'",neutral,fc,^q,sd,NotMatch,NotConMatch,bk,NotMatch
b'Phoebe',3,"b'So umm, now do you have any of Matt Lauer\xc2\x92s clothes here? Maybe? Just ones that haven\xc2\x92t been cleaned yet?'",neutral,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Joey and Chandler',0,b'Ooooohh!',surprise,ba,ba,qy^d,Match,NotConMatch,ba,NotMatch
b'Phoebe',1,"b""Oh yeah, I'm sure.  And all of a sudden his hands weren't the problem anymore.""",neutral,sv,sv,sd,Match,NotConMatch,sv,NotMatch
b'Monica',2,b'Was it...?',surprise,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Phoebe',3,"b'Oh, boy scouts could have camped under there.'",neutral,sd,sv,ng,NotMatch,NotConMatch,ng,NotMatch
b'Rachel',4,"b'""Ooo,"" what?'",surprise,br,br,sd,Match,NotConMatch,br,NotMatch
b'Phoebe',5,b'Uma Thurman.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Monica',6,b'Oh!',surprise,ba,ba,ba,Match,ConMatch,ba,AllMatch
b'Ross',7,b'The actress!',surprise,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',8,b'Thanks Rach.',neutral,fc,fp,sd,NotMatch,NotConMatch,ft,NotMatch
b'Chandler',9,b'So what are you gonna do?',surprise,qw,qw,qw,Match,ConMatch,qw,AllMatch
b'Ross',10,b'You have to tell her!',joy,qy^d,sd,sd,Match,ConMatch,sd,NotMatch
b'Ross',11,b'You have to tell her!',joy,qy^d,ad,sd,NotMatch,NotConMatch,sd,NotMatch
b'Ross',12,"b""It's your moral obligation, as a friend, as a woman, I think it's a feminist issue!""",anger,sv,sv,sv,Match,ConMatch,sv,AllMatch
b'Ross',13,b'Guys?',anger,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Ross',14,b'Guys?',anger,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Chandler',15,"b'Oh, yeah, you have to tell her.'",neutral,sd,sv,^h,NotMatch,NotConMatch,^h,NotMatch
b'Joey',16,b"Feminist issue. That's where I went!",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',17,b'She is gonna hate me.',fear,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',18,"b'Yeah, well...'",neutral,b,b,b,Match,ConMatch,b,AllMatch
b'Chandler',0,b'Will you marry me?',fear,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Joey',1,b'It\xc2\x92s the big night! We wanted to wish you good luck!',joy,fc,sd,sd,Match,ConMatch,sd,NotMatch
b'Ross',2,"b'Yeah, yeah you have the ring?'",neutral,qy,qy^d,qy,Match,NotConMatch,qy,NotMatch
b'Chandler',3,"b'Yeah, right here in my pocket.  Pheebs?'",neutral,qy,na,qy,Match,NotConMatch,qy,NotMatch
b'Phoebe',4,b'Oh! Oop!',surprise,ba,ba,^q,Match,NotConMatch,ba,NotMatch
b'Chandler',5,"b'Okay, now will you guys get out of here? I want this is to be a surprise and she\xc2\x92s gonna know.'",neutral,qy,sd,qy,Match,NotConMatch,qy,NotMatch
b'Ross',6,b'Yeah-yeah you guys. Get out of here!',neutral,sv,ad,^q,NotMatch,NotConMatch,ad,NotMatch
b'Monica',7,b'Hi guys.',neutral,fp,ba,fc,NotMatch,NotConMatch,fp,NotMatch
b'Chandler',8,b'You are beautiful.',joy,sv,sv,sv,Match,ConMatch,sv,AllMatch
b'Monica',9,"b'Oh, thank you!   What\xc2\x92s going on?'",joy,qy,fc,fp,NotMatch,NotConMatch,ft,NotMatch
b'Rachel',10,b'We\xc2\x92re just really\xc2\x85very excited about this charity event that we have to go to.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',0,"b'Okay umm, Ross?'",neutral,fc,qy,qy,Match,ConMatch,qy,NotMatch
b'Rachel',1,"b""I'm-I'm really warm, so I'm going to be taking off my sweater.""",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',2,"b""Now, I'm just letting you know that this is""",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',3,b"Yep! That's hilarious!",joy,ba,ba,ba,Match,ConMatch,ba,AllMatch
b'Rachel',4,b"I'm sorry. I'm done. I'm done.",neutral,sd,^q,sd,Match,NotConMatch,sd,NotMatch
b'Ross',5,"b""Y'know, last night was embarrassing for you too.""",neutral,sv,sv,sd,Match,NotConMatch,sv,NotMatch
b'Rachel',6,"b""No, not really. I mean you've seen me naked hundreds of times.""",neutral,sd,sv,sd,Match,NotConMatch,sd,NotMatch
b'Ross',7,b'Uh-huh. But it was a first for the rest of my building.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Rachel',8,"b""Okay. All right, that's true! But y'know I just don't embarrass that easily.""",neutral,sv,sd,sd,Match,ConMatch,sd,NotMatch
b'Ross',9,b'What?! You totally get embarrassed!',surprise,sv,ad,qw,NotMatch,NotConMatch,qw^d,NotMatch
b'Rachel',10,"b""No, I don't! Ross, I think I'm just a more secure person than you are.""",neutral,sv,sv,sv,Match,ConMatch,sv,AllMatch
b'Ross',11,b'Is that so?',neutral,bh,qy,qy,Match,ConMatch,qy,NotMatch
b'Rachel',12,b'Yeah.',neutral,b,b,ny,Match,NotConMatch,b,NotMatch
b'Ross',13,b"Hey lady! I don't care how much you want it! Okay?! I am",disgust,sd,^q,qy,NotMatch,NotConMatch,sd,NotMatch
b'Phoebe',0,b'I can\xc2\x92t believe it!',surprise,sd,^q,sd,Match,NotConMatch,sd,NotMatch
b'Phoebe',1,b'I did it!',joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',2,b'I rode a bike!',joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',3,b'I never thought I\xc2\x92d be able to do that!',joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',4,b'Thank you Ross.',joy,fc,ft,ft,Match,ConMatch,ft,NotMatch
b'Ross',5,"b'Oh hey, don\xc2\x92t thank me, thank yourself. You\xc2\x92re the one who faced her fears and ultimately overcame them.'",joy,sd,fc,sd,Match,NotConMatch,sd,NotMatch
b'Ross',0,"b'Hey, both you guys should be up there with me.'",neutral,sv,fc,sd,NotMatch,NotConMatch,fp,NotMatch
b'Ross',1,"b'I mean, you two are-are my\xc2\x85 I mean, I\xc2\x92m lucky to have just one good'",neutral,sv,sv,sv,Match,ConMatch,sv,AllMatch
b'Chandler',2,b'Thanks man.',neutral,fc,ft,ft,Match,ConMatch,ft,NotMatch
b'Joey',3,b'I gotta go check something over here.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Chandler',4,b'What a baby.',sadness,ba,fc,sd,NotMatch,NotConMatch,ba,NotMatch
b'Ross',5,b'Total wuss!',sadness,br,ba,b^m,NotMatch,NotConMatch,br,NotMatch
b'Monica',0,"b'Okay, we have a lot of options here, a number of prototypes for you to try on.'",neutral,sd,sd,sv,Match,NotConMatch,sd,NotMatch
b'Joey',1,b'Wow! This looks great!',joy,ba,ba,ba,Match,ConMatch,ba,AllMatch
b'Monica',2,"b'Yeah! Okay, this one is a mushroom cap.  Umm, this one is made of bologna.'",joy,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',3,b'And-and-and-and-and the toothpicks?',disgust,sv,sd,sd,Match,ConMatch,sd,NotMatch
b'Monica',0,b'You kissed another woman!',anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Chandler',1,b'Call it even?!',neutral,qy,ad,qy,Match,NotConMatch,qy,NotMatch
b'Monica',2,b'Okay!',joy,fo_o_fw_"_by_bc,b,na,NotMatch,NotConMatch,na,NotMatch
b'Ross',3,"b'Well, I\xc2\x92m gonna go get these  in some water.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',4,b'Wait you stole those from these people\xc2\x92s wedding?',surprise,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Ross',5,"b'No-no, I took them from the hotel lobby.'",neutral,sd,sd,na,Match,NotConMatch,sd,NotMatch
b'Ross',6,"b'Yeah, they think they can charge me for some dirty movie and a bag of Mashuga nuts, they got another think coming.'",anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',7,b'Hey!',surprise,ba,ba,ba,Match,ConMatch,ba,AllMatch
b'Ross',8,b'My sweater!',surprise,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Ross',9,b'I\xc2\x92ve been looking for this for like a month!',surprise,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',10,b'Oh my God!!',surprise,ba,ba,ba,Match,ConMatch,ba,AllMatch
b'Joey',11,b'Oh my God!',surprise,ba,ba,ba,Match,ConMatch,ba,AllMatch
b'Kate',0,b'Happy?! Is that what I\xc2\x92m supposed to be Vic? Happy?',anger,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Joey',1,"b'Well, why don\xc2\x92t you tell me what you\xc2\x92re supposed to be!'",anger,sd,ad,qh,NotMatch,NotConMatch,qh,NotMatch
b'Joey',2,b'Huh?',surprise,br,br,br,Match,ConMatch,br,AllMatch
b'Joey',3,b'Because I sure as hell can\xc2\x92t figure it out!',anger,sd,sv,sd,Match,NotConMatch,sd,NotMatch
b'Joey',4,b'I talk to you and nothin\xc2\x92.',anger,fc,sd,sd,Match,ConMatch,sd,NotMatch
b'Joey',5,"b'You look at me, and it\xc2\x92s nothin\xc2\x92.'",anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',6,b'Nothing.',anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'The Director',7,"b'Tasty! I\xc2\x92m really starting to feel like you guys have a history, it\xc2\x92s-it\xc2\x92s nice.'",joy,sv,qy^d,qy,NotMatch,NotConMatch,sv,NotMatch
b'Kate',8,b'I have a question about this scene.',neutral,sd,na,sd,Match,NotConMatch,sd,NotMatch
b'The Director',9,b'Yes?',neutral,bh,qy,qh,NotMatch,NotConMatch,qh,NotMatch
b'Kate',10,"b'Well, I don\xc2\x92t understand why Adrienne\xc2\x92s attracted to Victor.'",disgust,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'The Director',11,"b'Peel the onion. First of all, he\xc2\x92s good looking.'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',12,b'Yeah.',neutral,b,b,b,Match,ConMatch,b,AllMatch
b'Kate',13,b'I think my character\xc2\x92s gonna need a little bit more of reason than that.',neutral,sv,sv,sd,Match,NotConMatch,sv,NotMatch
b'Joey',14,"b'Oh, hey, how about this one.'",neutral,sd,ba,ba,Match,ConMatch,ba,NotMatch
b'Joey',15,"b'Ah, it\xc2\x92s says so in the script!'",anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',16,"b""Y'know ah, I-I don\xc2\x92t know why my character likes you either, I mean it says in the script here that you\xc2\x92re a bitch.""",anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Kate',17,b'It doesn\xc2\x92t say that in the script.',anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',18,b'It does in mine!',anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Phoebe',0,b'I can\xc2\x92t',anger,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',1,b'Yeah! You gotta tell a girl before you tape her. Such a rookie mistake.',anger,sv,ad,sd,NotMatch,NotConMatch,sv,NotMatch
b'Chandler',2,b'Y\xc2\x92know who has a great video camera?',neutral,sd,qy^d,sd,Match,NotConMatch,sd,NotMatch
b'Phoebe',3,b'Greg and Jenny?',neutral,qy,br,qy,Match,NotConMatch,qy,NotMatch
b'Monica',4,b'Do you still wanna call \xc2\x91em? I wanna call \xc2\x91em.',neutral,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Chandler',5,b'Let\xc2\x92s call \xc2\x91em.',neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',6,b'Yeah! Ask them if they brought their friends any souvenirs!',joy,qy^d,ad,sv,NotMatch,NotConMatch,ad,NotMatch
b'Monica',7,b'Hello?  Eighth street deli?',neutral,qy,qy,qy,Match,ConMatch,qy,AllMatch
b'Joey',8,"b'Hey, hang up! You get food poisoning just talkin\xc2\x92 to that place.'",disgust,sd,ad,sd,Match,NotConMatch,sd,NotMatch
b'Monica',9,"b'Uh sorry, wrong number.'",fear,sd,sv,sd,Match,NotConMatch,fa,NotMatch
b'Chandler',10,b'Here you go.',neutral,sd,fc,ad,NotMatch,NotConMatch,sd,NotMatch
b'Monica',11,b'Hello?   It\xc2\x92s the deli again!',surprise,fp,ad,qy,NotMatch,NotConMatch,fp,NotMatch
b'Joey',12,b'All right! I\xc2\x92ll have a sandwich!',joy,sd,ad,qy^d,NotMatch,NotConMatch,b,NotMatch
b'Monica',13,b'I don\xc2\x92t think this number\xc2\x92s right!',sadness,sv,sv,sd,Match,NotConMatch,sv,NotMatch
b'Rachel',14,b'Oh come on!!',sadness,fc,fc,fo_o_fw_"_by_bc,Match,NotConMatch,fc,NotMatch
b'Mr. Tribbiani',0,"b""Gotta go. I miss you too, I love you, but it's getting real late now""",sadness,sd,sd,fc,Match,NotConMatch,sd,NotMatch
b'Joey',1,"b""Hey Ma. Listen, I made the appointment with Dr. Bazida, and... Excuse me?  Did you know this isn't Ma?""",surprise,fc,sd,fc,Match,NotConMatch,fc,NotMatch
b'Mr. Tribbiani',2,b"Her name's Ronni. She's a pet mortician.",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',3,b'Sure. So how long you been...',neutral,sd,sd,qw,Match,NotConMatch,sd,NotMatch
b'Mr. Tribbiani',4,"b'Remember when you were a little kid, I used to take you to the navy yard and show you the big ships?'",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Joey',5,b'Since then?!',surprise,br,qy^d,qw,NotMatch,NotConMatch,qy^d,NotMatch
b'Mr. Tribbiani',6,"b""No, it's only been six years.""",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Mr. Tribbiani',7,b"I just wanted to put a nice memory in your head so you'd know that I wasn't always such a terrible guy.",neutral,sd,sd,sd,Match,ConMatch,sd,AllMatch
b'Mr. Tribbiani',8,b'...Joe.',neutral,sd,ny,bf,NotMatch,NotConMatch,bf,NotMatch
b'Mr. Tribbiani',9,b"Y'ever been in love?",neutral,qy,sd,qy,Match,NotConMatch,qy,NotMatch
b'Joey',10,b"...I d'know.",neutral,ba,fp,sd,NotMatch,NotConMatch,ba,NotMatch
b'Mr. Tribbiani',11,b"Then y'haven't. You're burning your tomatoes.",neutral,sd,ad,sv,NotMatch,NotConMatch,sv,NotMatch
