speaker,utt_id,utterance,emotion,sentiment,eda1,eda2,eda3,eda4,eda5,EDA,all_match,con_match,match
b'Ses01M_script02_2_F',030,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script02_2_M',034,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script02_2_M',035,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script02_2_M',036,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script02_2_M',037,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script02_2_M',038,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script02_2_F',031,b'',ang,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses01M_script02_2_M',039,b'',neu,,sd,sd,na,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01M_script02_2_F',032,b'',ang,,b,fc,b,aa,b,b,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01M_script02_2_M',040,b'',neu,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses01M_script02_2_F',033,b'',sad,,aa,nn,nn,nn,nn,nn,AllNotMatch,ConMatch,NotMatch
b'Ses01M_script02_2_M',041,b'',sad,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses01M_script02_2_F',034,b'',sad,,aa,nn,nn,nn,nn,nn,AllNotMatch,ConMatch,NotMatch
b'Ses01M_script02_2_M',042,b'',sad,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses01M_script02_2_F',035,b'',sad,,aa,nn,nn,nn,nn,nn,AllNotMatch,ConMatch,NotMatch
b'Ses01M_script02_2_F',036,b'',sad,,br,qy,br,qw,br,br,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01M_script02_2_M',043,b'',sad,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses01M_script02_2_F',037,b'',sad,,aa,nn,nn,nn,nn,nn,AllNotMatch,ConMatch,NotMatch
b'Ses01M_script02_2_M',044,b'',sad,,qw,qy,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses01M_script02_2_F',038,b'',sur,,^2,qy,qy^d,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01M_script02_2_M',045,b'',sad,,aa,nn,nn,nn,nn,nn,AllNotMatch,ConMatch,NotMatch
b'Ses01M_script02_2_F',039,b'',sur,,qy,sd,qy,qw,qw,qw,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses01M_script02_2_F',040,b'',sad,,sd,sd,na,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01M_script02_2_M',046,b'',xxx,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses01M_script02_2_F',041,b'',xxx,,sv,%,qo,sd,nn,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01M_script02_2_M',047,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script02_2_M',048,b'',xxx,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses01M_script02_2_F',042,b'',xxx,,sv,qy,^q,^q,qy,^q,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses01M_script02_2_M',049,b'',hap,,sv,sv,sv,sd,aa,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01M_script02_2_F',043,b'',xxx,,sv,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses01M_script02_2_M',050,b'',neu,,b,aa,aa,b,aa,aa,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01M_script02_2_F',044,b'',hap,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses01M_script02_2_M',051,b'',neu,,sv,%,^2,^2,aa,^2,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses01M_script02_2_F',045,b'',hap,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses01M_script02_2_F',046,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script02_2_M',052,b'',hap,,sd,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01M_script02_2_M',053,b'',hap,,sd,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses01M_script02_2_F',047,b'',neu,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses01M_script02_2_M',054,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro03_M',000,b'',exc,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro03_F',000,b'',xxx,,sv,sv,sv,^q,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01M_impro03_M',001,b'',exc,,bh,qy,b,qy,b,b,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses01M_impro03_F',001,b'',sur,,qy,qy,qy,qy,ad,qy,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses01M_impro03_M',002,b'',xxx,,ba,^q,sv,na,sd,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01M_impro03_F',002,b'',exc,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro03_M',003,b'',neu,,sd,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses01M_impro03_F',003,b'',exc,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro03_M',004,b'',exc,,sv,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses01M_impro03_F',004,b'',exc,,sd,sd,qy,sd,qy,qy,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses01M_impro03_F',005,b'',exc,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro03_M',005,b'',exc,,sv,%,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses01M_impro03_M',006,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro03_F',006,b'',exc,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro03_F',007,b'',exc,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro03_M',007,b'',exc,,sv,sv,sd,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01M_impro03_F',008,b'',exc,,sv,%,sd,sd,ba,sd,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses01M_impro03_M',008,b'',exc,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro03_F',009,b'',exc,,sd,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses01M_impro03_F',010,b'',exc,,sd,sd,ft,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01M_impro03_M',009,b'',xxx,,sv,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01M_impro03_M',010,b'',exc,,sd,^2,fc,sv,ba,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01M_impro03_M',011,b'',exc,,sd,^2,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01M_impro03_F',011,b'',exc,,qy,qy,qy,qy,br,qy,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses01M_impro03_M',012,b'',exc,,b,sd,sd,ny,ny,ny,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses01M_impro03_F',012,b'',exc,,sv,sv,sv,bf,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01M_impro03_M',013,b'',exc,,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro03_M',014,b'',neu,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro03_F',013,b'',exc,,sd,sd,sd,na,nn,sd,AllNotMatch,NotConMatch,ConfMatchFirst123
b'Ses01M_impro03_M',015,b'',exc,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro03_F',014,b'',exc,,sv,sv,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses01M_impro03_M',016,b'',exc,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro03_F',015,b'',exc,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro03_M',017,b'',exc,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro03_F',016,b'',exc,,sv,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01M_impro03_F',017,b'',neu,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro03_M',018,b'',neu,,ba,sd,ba,na,nn,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01M_impro03_F',018,b'',neu,,sv,sv,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01M_impro03_M',019,b'',exc,,qy^d,qy,qy,qy,sd,qy,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses01M_impro03_F',019,b'',exc,,aa,nn,nn,nn,nn,nn,AllNotMatch,ConMatch,NotMatch
b'Ses01M_impro03_M',020,b'',exc,,sd,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01M_impro03_F',020,b'',exc,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro03_M',021,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro03_F',021,b'',neu,,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro03_F',022,b'',exc,,br,br,br,qw,br,br,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01M_impro03_M',022,b'',exc,,qy,sd,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses01M_impro03_F',023,b'',exc,,sd,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01M_impro03_F',024,b'',exc,,b,qy,b,b,b,b,AllNotMatch,ConMatch,NotMatch
b'Ses01M_impro03_M',023,b'',exc,,sv,sd,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses01M_impro03_F',025,b'',exc,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro03_M',024,b'',exc,,sd,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses01M_impro03_F',026,b'',exc,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro03_M',025,b'',xxx,,sv,sv,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses01F_script01_2_F',000,b'',xxx,,aa,aa,aa,aa,b,aa,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses01F_script01_2_M',000,b'',xxx,,sv,sv,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01F_script01_2_F',001,b'',xxx,,b,sd,ba,bf,aa,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01F_script01_2_M',001,b'',neu,,^2,fc,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses01F_script01_2_F',002,b'',xxx,,b,sd,fp,qy,ba,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01F_script01_2_M',002,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01F_script01_2_M',003,b'',fru,,sd,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses01F_script01_2_F',003,b'',ang,,sv,sv,sd,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01F_script01_2_M',004,b'',neu,,sv,qy,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01F_script01_2_F',004,b'',ang,,sv,qy,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses01F_script01_2_M',005,b'',xxx,,br,br,br,qw,br,br,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01F_script01_2_F',005,b'',ang,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'Ses01F_script01_2_M',006,b'',fru,,sv,sv,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses01F_script01_2_F',006,b'',ang,,sd,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses01F_script01_2_M',007,b'',fru,,b,sd,ba,bf,ba,ba,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses01F_script01_2_F',007,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01F_script01_2_M',008,b'',neu,,sd,sd,x,sv,ba,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01F_script01_2_F',008,b'',ang,,sv,sv,sd,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01F_script01_2_M',009,b'',fru,,b,sd,ba,bf,aa,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01F_script01_2_F',009,b'',ang,,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Ses01F_script01_2_M',010,b'',fru,,b,sd,^h,sd,ny,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01F_script01_2_F',010,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01F_script01_2_F',011,b'',ang,,sv,sv,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses01F_script01_2_M',011,b'',fru,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'Ses01F_script01_2_F',012,b'',ang,,sv,sv,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01F_script01_2_M',012,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01F_script01_2_M',013,b'',fru,,sv,sv,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses01F_script01_2_F',013,b'',ang,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'Ses01F_script01_2_M',014,b'',fru,,sv,sd,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses01F_script01_2_M',015,b'',fru,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses01F_script01_2_M',016,b'',xxx,,qw,qy,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses01F_script01_2_F',014,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01F_script01_2_M',017,b'',ang,,qy,sd,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses01M_impro06_F',000,b'',neu,,sd,qy,sd,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01M_impro06_M',000,b'',sad,,sd,sd,sd,sd,qy,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses01M_impro06_M',001,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro06_F',001,b'',neu,,qw,qy,qo,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01M_impro06_M',002,b'',sad,,sv,sd,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses01M_impro06_M',003,b'',sad,,br,qy,^q,qw,br,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01M_impro06_M',004,b'',sad,,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro06_F',002,b'',neu,,fc,sd,ad,sd,ba,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01M_impro06_M',005,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro06_M',006,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro06_F',003,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro06_M',007,b'',sad,,qw,qh,ad,qh,ad,ad,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses01M_impro06_F',004,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro06_F',005,b'',sad,,qy,qy,qy,^q,qy,qy,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01M_impro06_M',008,b'',sad,,sv,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses01M_impro06_F',006,b'',sad,,qw,qo,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses01M_impro06_M',009,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro06_M',010,b'',sad,,b^m,sd,ad,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01M_impro06_F',007,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro06_M',011,b'',sad,,sv,%,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses01M_impro06_F',008,b'',neu,,sd,sd,ad,sd,sv,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01M_impro06_M',012,b'',sad,,fc,fc,fc,sd,fc,fc,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01M_impro06_F',009,b'',neu,,sv,sd,ad,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01M_impro06_M',013,b'',sad,,fc,"fo_o_fw_""_by_bc",fc,fc,fc,fc,AllNotMatch,ConMatch,NotMatch
b'Ses01M_impro06_F',010,b'',neu,,sd,sv,fc,ad,fc,fc,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses01M_impro06_M',014,b'',sad,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro06_F',011,b'',neu,,qw,qo,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses01M_impro06_M',015,b'',sad,,ad,sd,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses01M_impro06_F',012,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro06_M',016,b'',sad,,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro06_F',013,b'',neu,,qw,qy,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses01M_impro06_M',017,b'',sad,,sv,sv,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses01M_impro06_F',014,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro06_F',015,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro06_F',016,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro06_F',017,b'',neu,,br,qy,qw,qw,br,qw,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses01M_impro06_M',018,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro06_F',018,b'',neu,,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro06_M',019,b'',sad,,h,sd,no,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01M_impro06_F',019,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro06_M',020,b'',sad,,sv,sv,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01M_impro06_M',021,b'',sad,,sv,sv,sv,sd,qy,sv,AllNotMatch,NotConMatch,ConfMatchFirst123
b'Ses01M_impro06_F',020,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro06_M',022,b'',sad,,br,br,br,qw,br,br,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01M_impro06_F',021,b'',neu,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro06_M',023,b'',sad,,qw,qo,qo,qw,qw,qw,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01M_impro06_F',022,b'',neu,,sd,qh,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses01M_impro06_M',024,b'',sad,,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro06_F',023,b'',neu,,sd,sd,sd,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses01M_impro06_F',024,b'',neu,,qy,qh,qy,qh,qw,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01M_impro06_M',025,b'',sad,,fc,sv,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses01M_impro06_M',026,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro06_F',025,b'',neu,,qw,qy,qy,qy,qy,qy,AllNotMatch,ConMatch,NotMatch
b'Ses01M_impro06_M',027,b'',sad,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro06_F',026,b'',neu,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro06_M',028,b'',sad,,fc,fc,fc,^q,sd,fc,AllNotMatch,NotConMatch,ConfMatchFirst123
b'Ses01M_impro06_M',029,b'',sad,,sv,sv,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses01M_impro06_F',027,b'',neu,,sd,qy,sd,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01M_impro06_M',030,b'',sad,,br,qw,qo,qw,br,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01M_impro06_F',028,b'',neu,,sv,sv,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01M_script01_3_F',000,b'',neu,,sd,qy,qh,qw,qy,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01M_script01_3_M',000,b'',hap,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script01_3_F',001,b'',neu,,sd,sv,sv,qy,sd,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01M_script01_3_F',002,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script01_3_M',001,b'',hap,,qy,qh,qw,qy,qw,qw,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses01M_script01_3_F',003,b'',sad,,qy^d,qy,ad,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01M_script01_3_M',002,b'',sad,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses01M_script01_3_F',004,b'',neu,,sd,sd,bf,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01M_script01_3_M',003,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script01_3_F',005,b'',sad,,qh,qy,sd,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01M_script01_3_M',004,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script01_3_F',006,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script01_3_M',005,b'',xxx,,sv,sv,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses01M_script01_3_F',007,b'',xxx,,sd,sd,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01M_script01_3_M',006,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script01_3_F',008,b'',neu,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses01M_script01_3_M',007,b'',neu,,ba,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses01M_script01_3_M',008,b'',xxx,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses01M_script01_3_F',009,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script01_3_M',009,b'',hap,,qy,qh,qw,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01M_script01_3_M',010,b'',xxx,,sv,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses01M_script01_3_M',011,b'',xxx,,sd,sd,ad,ad,sd,ad,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses01M_script01_3_F',010,b'',xxx,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses01M_script01_3_M',012,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script01_3_F',011,b'',xxx,,qh,qy,qw,qh,qw,qw,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses01M_script01_3_M',013,b'',xxx,,sv,sd,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01M_script01_3_F',012,b'',neu,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses01M_script01_3_M',014,b'',neu,,h,sd,h,sd,h,h,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
